PAR19CD,PAR19NM,PAR19NMW,LAD19CD,LAD19NM,FID
E04009115,Newton,,E07000200,Babergh,9001
E04009592,Oxted,,E07000215,Tandridge,9002
E04009203,Gipping,,E07000203,Mid Suffolk,9003
E04009098,Hitcham,,E07000200,Babergh,9004
E04009266,Thwaite,,E07000203,Mid Suffolk,9005
E04009116,Polstead,,E07000200,Babergh,9006
E04009593,Tandridge,,E07000215,Tandridge,9007
E04009204,Gislingham,,E07000203,Mid Suffolk,9008
E04009099,Holbrook,,E07000200,Babergh,9009
E04009267,Tostock,,E07000203,Mid Suffolk,9010
E04009117,Preston St. Mary,,E07000200,Babergh,9011
E04009118,Raydon,,E07000200,Babergh,9012
E04009119,Semer,,E07000200,Babergh,9013
E04009120,Shelley,,E07000200,Babergh,9014
E04009121,Shimpling,,E07000200,Babergh,9015
E04009122,Shotley,,E07000200,Babergh,9016
E04009123,Somerton,,E07000200,Babergh,9017
E04009124,Sproughton,,E07000200,Babergh,9018
E04009125,Stanstead,,E07000200,Babergh,9019
E04009126,Stoke-by-Nayland,,E07000200,Babergh,9020
E04009127,Stratford St. Mary,,E07000200,Babergh,9021
E04009128,Stutton,,E07000200,Babergh,9022
E04009129,Sudbury,,E07000200,Babergh,9023
E04009130,Tattingstone,,E07000200,Babergh,9024
E04009131,Thorpe Morieux,,E07000200,Babergh,9025
E04009132,Wattisham,,E07000200,Babergh,9026
E04009133,Wenham Magna,,E07000200,Babergh,9027
E04009134,Wenham Parva,,E07000200,Babergh,9028
E04009135,Whatfield,,E07000200,Babergh,9029
E04009136,Wherstead,,E07000200,Babergh,9030
E04009137,Woolverstone,,E07000200,Babergh,9031
E04009138,Copdock and Washbrook,,E07000200,Babergh,9032
E04009139,Pinewood,,E07000200,Babergh,9033
E04009164,Ashbocking,,E07000203,Mid Suffolk,9034
E04009165,Ashfield cum Thorpe,,E07000203,Mid Suffolk,9035
E04009166,Aspall,,E07000203,Mid Suffolk,9036
E04009167,Athelington,,E07000203,Mid Suffolk,9037
E04009175,Bedfield,,E07000203,Mid Suffolk,9038
E04009176,Bedingfield,,E07000203,Mid Suffolk,9039
E04009177,Beyton,,E07000203,Mid Suffolk,9040
E04009178,Botesdale,,E07000203,Mid Suffolk,9041
E04009179,Braiseworth,,E07000203,Mid Suffolk,9042
E04009180,Bramford,,E07000203,Mid Suffolk,9043
E04009181,Brome and Oakley,,E07000203,Mid Suffolk,9044
E04009182,Brundish,,E07000203,Mid Suffolk,9045
E04009183,Burgate,,E07000203,Mid Suffolk,9046
E04009006,Milwich,,E07000197,Stafford,9047
E04009100,Holton St. Mary,,E07000200,Babergh,9048
E04009594,Tatsfield,,E07000215,Tandridge,9049
E04009205,Gosbeck,,E07000203,Mid Suffolk,9050
E04009101,Kersey,,E07000200,Babergh,9051
E04009007,Norbury,,E07000197,Stafford,9052
E04009595,Titsey,,E07000215,Tandridge,9053
E04009210,Harleston,,E07000203,Mid Suffolk,9054
E04009268,Walsham-le-Willows,,E07000203,Mid Suffolk,9055
E04009102,Kettlebaston,,E07000200,Babergh,9056
E04009008,Ranton,,E07000197,Stafford,9057
E04009596,Caterham-on-the-Hill,,E07000215,Tandridge,9058
E04009212,Helmingham,,E07000203,Mid Suffolk,9059
E04009269,Wattisfield,,E07000203,Mid Suffolk,9060
E04009009,Salt and Enson,,E07000197,Stafford,9061
E04009597,Caterham Valley,,E07000215,Tandridge,9062
E04009213,Hemingstone,,E07000203,Mid Suffolk,9063
E04009272,Wetheringsett-cum-Brockford,,E07000203,Mid Suffolk,9064
E04009598,Chaldon,,E07000215,Tandridge,9065
E04009010,Sandon and Burston,,E07000197,Stafford,9066
E04009214,Henley,,E07000203,Mid Suffolk,9067
E04009273,Weybread,,E07000203,Mid Suffolk,9068
E04009599,Dormansland,,E07000215,Tandridge,9069
E04009011,Seighford,,E07000197,Stafford,9070
E04009215,Hessett,,E07000203,Mid Suffolk,9071
E04009275,Wickham Skeith,,E07000203,Mid Suffolk,9072
E04009600,Lingfield,,E07000215,Tandridge,9073
E04009012,Standon,,E07000197,Stafford,9074
E04009216,Hinderclay,,E07000203,Mid Suffolk,9075
E04009276,Wilby,,E07000203,Mid Suffolk,9076
E04009601,Outwood,,E07000215,Tandridge,9077
E04009013,Stone,,E07000197,Stafford,9078
E04009217,Horham,,E07000203,Mid Suffolk,9079
E04009277,Willisham,,E07000203,Mid Suffolk,9080
E04009602,Warlingham,,E07000215,Tandridge,9081
E04009603,Whyteleafe,,E07000215,Tandridge,9082
E04009604,Woldingham,,E07000215,Tandridge,9083
E04009605,Alfold,,E07000216,Waverley,9084
E04009606,Bramley,,E07000216,Waverley,9085
E04009607,Busbridge,,E07000216,Waverley,9086
E04009608,Chiddingfold,,E07000216,Waverley,9087
E04009609,Cranleigh,,E07000216,Waverley,9088
E04009610,Dockenfield,,E07000216,Waverley,9089
E04009611,Dunsfold,,E07000216,Waverley,9090
E04009612,Elstead,,E07000216,Waverley,9091
E04009613,Ewhurst,,E07000216,Waverley,9092
E04009614,Farnham,,E07000216,Waverley,9093
E04009615,Frensham,,E07000216,Waverley,9094
E04009616,Godalming,,E07000216,Waverley,9095
E04009617,Hambledon,,E07000216,Waverley,9096
E04009618,Hascombe,,E07000216,Waverley,9097
E04009619,Haslemere,,E07000216,Waverley,9098
E04009620,Peper Harow,,E07000216,Waverley,9099
E04009621,Thursley,,E07000216,Waverley,9100
E04009622,Tilford,,E07000216,Waverley,9101
E04009623,Witley,,E07000216,Waverley,9102
E04009624,Wonersh,,E07000216,Waverley,9103
E04009625,Churt,,E07000216,Waverley,9104
E04009627,Ansley,,E07000218,North Warwickshire,9105
E04009628,Arley,,E07000218,North Warwickshire,9106
E04009629,Astley,,E07000218,North Warwickshire,9107
E04009219,Hunston,,E07000203,Mid Suffolk,9108
E04009278,Wingfield,,E07000203,Mid Suffolk,9109
E04009014,Stone Rural,,E07000197,Stafford,9110
E04009220,Kenton,,E07000203,Mid Suffolk,9111
E04009279,Winston,,E07000203,Mid Suffolk,9112
E04009015,Hixon,,E07000197,Stafford,9113
E04009221,Langham,,E07000203,Mid Suffolk,9114
E04009281,Worlingworth,,E07000203,Mid Suffolk,9115
E04009017,Tixall,,E07000197,Stafford,9116
E04009222,Laxfield,,E07000203,Mid Suffolk,9117
E04009282,Wortham,,E07000203,Mid Suffolk,9118
E04009018,Weston,,E07000197,Stafford,9119
E04009223,Little Blakenham,,E07000203,Mid Suffolk,9120
E04009283,Wyverstone,,E07000203,Mid Suffolk,9121
E04009019,Whitgreave,,E07000197,Stafford,9122
E04009224,Little Finborough,,E07000203,Mid Suffolk,9123
E04009284,Yaxley,,E07000203,Mid Suffolk,9124
E04009020,Stowe-by-Chartley,,E07000197,Stafford,9125
E04009225,Mellis,,E07000203,Mid Suffolk,9126
E04010541,Akenham,,E07000203,Mid Suffolk,9127
E04009021,Doxey,,E07000197,Stafford,9128
E04009226,Mendham,,E07000203,Mid Suffolk,9129
E04010542,Bacton,,E07000203,Mid Suffolk,9130
E04012927,Swynnerton,,E07000197,Stafford,9131
E04009227,Mendlesham,,E07000203,Mid Suffolk,9132
E04010543,Badwell Ash,,E07000203,Mid Suffolk,9133
E04012928,Yarnfield and Cold Meece,,E07000197,Stafford,9134
E04009228,Metfield,,E07000203,Mid Suffolk,9135
E04010544,Barham,,E07000203,Mid Suffolk,9136
E04009022,Alstonefield,,E07000198,Staffordshire Moorlands,9137
E04009229,Mickfield,,E07000203,Mid Suffolk,9138
E04010546,Battisford,,E07000203,Mid Suffolk,9139
E04009023,Alton,,E07000198,Staffordshire Moorlands,9140
E04009230,Monk Soham,,E07000203,Mid Suffolk,9141
E04009024,Bagnall,,E07000198,Staffordshire Moorlands,9142
E04009025,Biddulph,,E07000198,Staffordshire Moorlands,9143
E04010547,Baylham,,E07000203,Mid Suffolk,9144
E04009232,Nettlestead,,E07000203,Mid Suffolk,9145
E04009026,Blore with Swinscoe,,E07000198,Staffordshire Moorlands,9146
E04010548,Buxhall,,E07000203,Mid Suffolk,9147
E04009233,Norton,,E07000203,Mid Suffolk,9148
E04009027,Bradnop,,E07000198,Staffordshire Moorlands,9149
E04010549,Claydon,,E07000203,Mid Suffolk,9150
E04009234,Occold,,E07000203,Mid Suffolk,9151
E04009235,Offton,,E07000203,Mid Suffolk,9152
E04009236,Old Newton with Dagworth,,E07000203,Mid Suffolk,9153
E04009238,Palgrave,,E07000203,Mid Suffolk,9154
E04009239,Pettaugh,,E07000203,Mid Suffolk,9155
E04009240,Rattlesden,,E07000203,Mid Suffolk,9156
E04009241,Redgrave,,E07000203,Mid Suffolk,9157
E04009242,Redlingfield,,E07000203,Mid Suffolk,9158
E04009243,Rickinghall Inferior,,E07000203,Mid Suffolk,9159
E04009244,Rickinghall Superior,,E07000203,Mid Suffolk,9160
E04009246,Rishangles,,E07000203,Mid Suffolk,9161
E04009248,Somersham,,E07000203,Mid Suffolk,9162
E04009249,Southolt,,E07000203,Mid Suffolk,9163
E04010551,Denham,,E07000203,Mid Suffolk,9164
E04009028,Brown Edge,,E07000198,Staffordshire Moorlands,9165
E04010552,Drinkstone,,E07000203,Mid Suffolk,9166
E04009029,Butterton,,E07000198,Staffordshire Moorlands,9167
E04010553,Great Ashfield,,E07000203,Mid Suffolk,9168
E04009030,Caverswall,,E07000198,Staffordshire Moorlands,9169
E04010554,Great Blakenham,,E07000203,Mid Suffolk,9170
E04009031,Cheadle,,E07000198,Staffordshire Moorlands,9171
E04010555,Great Bricett,,E07000203,Mid Suffolk,9172
E04009032,Checkley,,E07000198,Staffordshire Moorlands,9173
E04010556,Great Finborough,,E07000203,Mid Suffolk,9174
E04009033,Cheddleton,,E07000198,Staffordshire Moorlands,9175
E04010557,Hoxne,,E07000203,Mid Suffolk,9176
E04009034,Consall,,E07000198,Staffordshire Moorlands,9177
E04010558,Needham Market,,E07000203,Mid Suffolk,9178
E04009035,Cotton,,E07000198,Staffordshire Moorlands,9179
E04010559,Ringshall,,E07000203,Mid Suffolk,9180
E04009036,Dilhorne,,E07000198,Staffordshire Moorlands,9181
E04010560,Shelland,,E07000203,Mid Suffolk,9182
E04009037,Draycott in the Moors,,E07000198,Staffordshire Moorlands,9183
E04010561,Westhorpe,,E07000203,Mid Suffolk,9184
E04009038,Endon and Stanley,,E07000198,Staffordshire Moorlands,9185
E04010562,Wetherden,,E07000203,Mid Suffolk,9186
E04009039,Farley,,E07000198,Staffordshire Moorlands,9187
E04009040,Fawfieldhead,,E07000198,Staffordshire Moorlands,9188
E04009041,Forsbrook,,E07000198,Staffordshire Moorlands,9189
E04009042,Grindon,,E07000198,Staffordshire Moorlands,9190
E04009043,Heathylee,,E07000198,Staffordshire Moorlands,9191
E04009044,Heaton,,E07000198,Staffordshire Moorlands,9192
E04009045,Hollinsclough,,E07000198,Staffordshire Moorlands,9193
E04009046,Horton,,E07000198,Staffordshire Moorlands,9194
E04009047,Ilam,,E07000198,Staffordshire Moorlands,9195
E04009048,Ipstones,,E07000198,Staffordshire Moorlands,9196
E04009049,Kingsley,,E07000198,Staffordshire Moorlands,9197
E04009050,Leek,,E07000198,Staffordshire Moorlands,9198
E04009051,Leekfrith,,E07000198,Staffordshire Moorlands,9199
E04009052,Longnor,,E07000198,Staffordshire Moorlands,9200
E04009935,Trotton with Chithurst,,E07000225,Chichester,9201
E04009936,Upwaltham,,E07000225,Chichester,9202
E04009937,Westbourne,,E07000225,Chichester,9203
E04009938,West Dean,,E07000225,Chichester,9204
E04009791,Temple Grafton,,E07000221,Stratford-on-Avon,9205
E04009939,Westhampnett,,E07000225,Chichester,9206
E04009940,West Itchenor,,E07000225,Chichester,9207
E04009941,West Lavington,,E07000225,Chichester,9208
E04009792,Tidmington,,E07000221,Stratford-on-Avon,9209
E04009942,West Thorney,,E07000225,Chichester,9210
E04009981,Balcombe,,E07000228,Mid Sussex,9211
E04009630,Atherstone,,E07000218,North Warwickshire,9212
E04009793,Tredington,,E07000221,Stratford-on-Avon,9213
E04009735,Gaydon,,E07000221,Stratford-on-Avon,9214
E04009943,West Wittering,,E07000225,Chichester,9215
E04009837,Shrewley,,E07000222,Warwick,9216
E04009682,Marton,,E07000220,Rugby,9217
E04009881,Barlavington,,E07000225,Chichester,9218
E04009982,Bolney,,E07000228,Mid Sussex,9219
E04009983,Burgess Hill,,E07000228,Mid Sussex,9220
E04009984,Cuckfield,,E07000228,Mid Sussex,9221
E04009985,Ansty and Staplefield,,E07000228,Mid Sussex,9222
E04009986,East Grinstead,,E07000228,Mid Sussex,9223
E04009987,Fulking,,E07000228,Mid Sussex,9224
E04009988,Haywards Heath,,E07000228,Mid Sussex,9225
E04009989,Horsted Keynes,,E07000228,Mid Sussex,9226
E04009990,Hurstpierpoint and Sayers Common,,E07000228,Mid Sussex,9227
E04009991,Lindfield,,E07000228,Mid Sussex,9228
E04009992,Lindfield Rural,,E07000228,Mid Sussex,9229
E04009993,Newtimber,,E07000228,Mid Sussex,9230
E04009994,Poynings,,E07000228,Mid Sussex,9231
E04009995,Pyecombe,,E07000228,Mid Sussex,9232
E04009996,Slaugham,,E07000228,Mid Sussex,9233
E04009997,Turners Hill,,E07000228,Mid Sussex,9234
E04009998,Twineham,,E07000228,Mid Sussex,9235
E04009999,West Hoathly,,E07000228,Mid Sussex,9236
E04010000,Worth,,E07000228,Mid Sussex,9237
E04010001,Ashurst Wood,,E07000228,Mid Sussex,9238
E04010002,Hassocks,,E07000228,Mid Sussex,9239
E04010263,Alvechurch,,E07000234,Bromsgrove,9240
E04010264,Belbroughton,,E07000234,Bromsgrove,9241
E04010265,Bentley Pauncefoot,,E07000234,Bromsgrove,9242
E04010266,Beoley,,E07000234,Bromsgrove,9243
E04010268,Cofton Hackett,,E07000234,Bromsgrove,9244
E04010269,Dodford with Grafton,,E07000234,Bromsgrove,9245
E04010270,Frankley,,E07000234,Bromsgrove,9246
E04010272,Hunnington,,E07000234,Bromsgrove,9247
E04010273,Romsley,,E07000234,Bromsgrove,9248
E04010274,Stoke,,E07000234,Bromsgrove,9249
E04010275,Tutnall and Cobley,,E07000234,Bromsgrove,9250
E04010276,Wythall,,E07000234,Bromsgrove,9251
E04010277,Barnt Green,,E07000234,Bromsgrove,9252
E04010278,Bournheath,,E07000234,Bromsgrove,9253
E04010279,Catshill and North Marlbrook,,E07000234,Bromsgrove,9254
E04010280,Finstall,,E07000234,Bromsgrove,9255
E04010281,Lickey and Blackwell,,E07000234,Bromsgrove,9256
E04012654,Clent,,E07000234,Bromsgrove,9257
E04012655,Hagley,,E07000234,Bromsgrove,9258
E04010283,Abberley,,E07000235,Malvern Hills,9259
E04010284,Alfrick,,E07000235,Malvern Hills,9260
E04010285,Astley and Dunley,,E07000235,Malvern Hills,9261
E04010286,Bayton,,E07000235,Malvern Hills,9262
E04010287,Berrow,,E07000235,Malvern Hills,9263
E04010288,Birtsmorton,,E07000235,Malvern Hills,9264
E04010289,Bockleton,,E07000235,Malvern Hills,9265
E04010290,Bransford,,E07000235,Malvern Hills,9266
E04010291,Lower Broadheath,,E07000235,Malvern Hills,9267
E04009794,Tysoe,,E07000221,Stratford-on-Avon,9268
E04009944,Wisborough Green,,E07000225,Chichester,9269
E04009736,Great Alne,,E07000221,Stratford-on-Avon,9270
E04009795,Ufton,,E07000221,Stratford-on-Avon,9271
E04009839,Wappenbury,,E07000222,Warwick,9272
E04009945,Woolbeding with Redford,,E07000225,Chichester,9273
E04009737,Great Wolford,,E07000221,Stratford-on-Avon,9274
E04009631,Austrey,,E07000218,North Warwickshire,9275
E04009882,Bepton,,E07000225,Chichester,9276
E04009797,Upper and Lower Shuckburgh,,E07000221,Stratford-on-Avon,9277
E04009683,Monks Kirby,,E07000220,Rugby,9278
E04009842,Weston under Wetherley,,E07000222,Warwick,9279
E04009946,Elsted and Treyford,,E07000225,Chichester,9280
E04009738,Halford,,E07000221,Stratford-on-Avon,9281
E04009632,Baddesley Ensor,,E07000218,North Warwickshire,9282
E04009883,Bignor,,E07000225,Chichester,9283
E04009798,Warmington,,E07000221,Stratford-on-Avon,9284
E04009684,Newton and Biggin,,E07000220,Rugby,9285
E04009685,Pailton,,E07000220,Rugby,9286
E04009686,Princethorpe,,E07000220,Rugby,9287
E04009687,Ryton-on-Dunsmore,,E07000220,Rugby,9288
E04009688,Shilton and Barnacle,,E07000220,Rugby,9289
E04009689,Stretton Baskerville,,E07000220,Rugby,9290
E04009690,Stretton-on-Dunsmore,,E07000220,Rugby,9291
E04009691,Stretton under Fosse,,E07000220,Rugby,9292
E04009692,Thurlaston,,E07000220,Rugby,9293
E04009693,Wibtoft,,E07000220,Rugby,9294
E04009694,Willey,,E07000220,Rugby,9295
E04009695,Willoughby,,E07000220,Rugby,9296
E04009696,Withybrook,,E07000220,Rugby,9297
E04009697,Wolfhampcote,,E07000220,Rugby,9298
E04009698,Wolston,,E07000220,Rugby,9299
E04009699,Wolvey,,E07000220,Rugby,9300
E04012403,Cawston,,E07000220,Rugby,9301
E04012404,Dunchurch,,E07000220,Rugby,9302
E04012405,Long Lawford,,E07000220,Rugby,9303
E04009701,Admington,,E07000221,Stratford-on-Avon,9304
E04009703,Alderminster,,E07000221,Stratford-on-Avon,9305
E04009704,Aston Cantlow,,E07000221,Stratford-on-Avon,9306
E04009705,Atherstone on Stour,,E07000221,Stratford-on-Avon,9307
E04009706,Avon Dassett,,E07000221,Stratford-on-Avon,9308
E04009707,Barcheston,,E07000221,Stratford-on-Avon,9309
E04009708,Barton-on-the-Heath,,E07000221,Stratford-on-Avon,9310
E04009709,Bearley,,E07000221,Stratford-on-Avon,9311
E04009711,Bidford-on-Avon,,E07000221,Stratford-on-Avon,9312
E04009712,Billesley,,E07000221,Stratford-on-Avon,9313
E04009714,Bishop's Itchington,,E07000221,Stratford-on-Avon,9314
E04009715,Brailes,,E07000221,Stratford-on-Avon,9315
E04009716,Burmington,,E07000221,Stratford-on-Avon,9316
E04009717,Burton Dassett,,E07000221,Stratford-on-Avon,9317
E04009718,Butlers Marston,,E07000221,Stratford-on-Avon,9318
E04009719,Chadshunt,,E07000221,Stratford-on-Avon,9319
E04009720,Chapel Ascote,,E07000221,Stratford-on-Avon,9320
E04009721,Charlecote,,E07000221,Stratford-on-Avon,9321
E04009722,Cherington,,E07000221,Stratford-on-Avon,9322
E04009723,Chesterton and Kingston,,E07000221,Stratford-on-Avon,9323
E04009724,Claverdon,,E07000221,Stratford-on-Avon,9324
E04009725,Combrook,,E07000221,Stratford-on-Avon,9325
E04009726,Compton Verney,,E07000221,Stratford-on-Avon,9326
E04009727,Compton Wynyates,,E07000221,Stratford-on-Avon,9327
E04009729,Dorsington,,E07000221,Stratford-on-Avon,9328
E04009730,Ettington,,E07000221,Stratford-on-Avon,9329
E04009732,Farnborough,,E07000221,Stratford-on-Avon,9330
E04009733,Fenny Compton,,E07000221,Stratford-on-Avon,9331
E04009734,Fulbrook,,E07000221,Stratford-on-Avon,9332
E04009845,"Beausale, Haseley, Honiley and Wroxall",,E07000222,Warwick,9333
E04009739,Hampton Lucy,,E07000221,Stratford-on-Avon,9334
E04012259,Fernhurst,,E07000225,Chichester,9335
E04012205,Wasperton,,E07000222,Warwick,9336
E04009799,Watergall,,E07000221,Stratford-on-Avon,9337
E04009740,Harbury,,E07000221,Stratford-on-Avon,9338
E04012260,Linchmere,,E07000225,Chichester,9339
E04012427,Barford,,E07000222,Warwick,9340
E04009801,Wellesbourne and Walton,,E07000221,Stratford-on-Avon,9341
E04009743,Hodnell and Wills Pastures,,E07000221,Stratford-on-Avon,9342
E04009884,Birdham,,E07000225,Chichester,9343
E04012318,Chidham and Hambrook,,E07000225,Chichester,9344
E04009633,Baxterley,,E07000218,North Warwickshire,9345
E04012429,Budbrooke,,E07000222,Warwick,9346
E04009802,Weston-on-Avon,,E07000221,Stratford-on-Avon,9347
E04009885,Bosham,,E07000225,Chichester,9348
E04009744,Honington,,E07000221,Stratford-on-Avon,9349
E04009886,Boxgrove,,E07000225,Chichester,9350
E04012430,Burton Green,,E07000222,Warwick,9351
E04009745,Idlicote,,E07000221,Stratford-on-Avon,9352
E04009887,Bury,,E07000225,Chichester,9353
E04009803,Whatcote,,E07000221,Stratford-on-Avon,9354
E04012319,Southbourne,,E07000225,Chichester,9355
E04009634,Bentley,,E07000218,North Warwickshire,9356
E04009804,Whichford,,E07000221,Stratford-on-Avon,9357
E04009746,Ilmington,,E07000221,Stratford-on-Avon,9358
E04012431,Kenilworth,,E07000222,Warwick,9359
E04009947,Amberley,,E07000227,Horsham,9360
E04009635,Caldecote,,E07000218,North Warwickshire,9361
E04009888,Chichester,,E07000225,Chichester,9362
E04009805,Whitchurch,,E07000221,Stratford-on-Avon,9363
E04009747,Kineton,,E07000221,Stratford-on-Avon,9364
E04012432,Leek Wootton and Guy's Cliffe,,E07000222,Warwick,9365
E04009948,Ashington,,E07000227,Horsham,9366
E04009636,Coleshill,,E07000218,North Warwickshire,9367
E04009890,Cocking,,E07000225,Chichester,9368
E04009806,Wixford,,E07000221,Stratford-on-Avon,9369
E04009748,Kinwarton,,E07000221,Stratford-on-Avon,9370
E04012433,Old Milverton,,E07000222,Warwick,9371
E04009949,Ashurst,,E07000227,Horsham,9372
E04009637,Corley,,E07000218,North Warwickshire,9373
E04009891,Compton,,E07000225,Chichester,9374
E04009807,Wolverton,,E07000221,Stratford-on-Avon,9375
E04009749,Ladbroke,,E07000221,Stratford-on-Avon,9376
E04012435,Stoneleigh,,E07000222,Warwick,9377
E04009950,Billingshurst,,E07000227,Horsham,9378
E04009638,Curdworth,,E07000218,North Warwickshire,9379
E04009892,Donnington,,E07000225,Chichester,9380
E04009809,Wormleighton,,E07000221,Stratford-on-Avon,9381
E04009750,Langley,,E07000221,Stratford-on-Avon,9382
E04012707,Bishop's Tachbrook,,E07000222,Warwick,9383
E04009951,Bramber,,E07000227,Horsham,9384
E04009639,Dordon,,E07000218,North Warwickshire,9385
E04009893,Duncton,,E07000225,Chichester,9386
E04009810,Arrow with Weethley,,E07000221,Stratford-on-Avon,9387
E04009751,Lighthorne,,E07000221,Stratford-on-Avon,9388
E04012708,Warwick,,E07000222,Warwick,9389
E04009952,Broadbridge Heath,,E07000227,Horsham,9390
E04009640,Fillongley,,E07000218,North Warwickshire,9391
E04009894,Earnley,,E07000225,Chichester,9392
E04009811,Clifford Chambers and Milcote,,E07000221,Stratford-on-Avon,9393
E04009752,Little Compton,,E07000221,Stratford-on-Avon,9394
E04012950,Royal Leamington Spa,,E07000222,Warwick,9395
E04009953,Coldwaltham,,E07000227,Horsham,9396
E04009641,Great Packington,,E07000218,North Warwickshire,9397
E04009895,Eartham,,E07000225,Chichester,9398
E04009812,Lighthorne Heath,,E07000221,Stratford-on-Avon,9399
E04009753,Little Wolford,,E07000221,Stratford-on-Avon,9400
E04012951,Whitnash,,E07000222,Warwick,9401
E04009954,Colgate,,E07000227,Horsham,9402
E04009642,Grendon,,E07000218,North Warwickshire,9403
E04009896,Easebourne,,E07000225,Chichester,9404
E04009813,Mappleborough Green,,E07000221,Stratford-on-Avon,9405
E04009754,Long Compton,,E07000221,Stratford-on-Avon,9406
E04009846,Coombes,,E07000223,Adur,9407
E04009955,Cowfold,,E07000227,Horsham,9408
E04009643,Hartshill,,E07000218,North Warwickshire,9409
E04009897,East Dean,,E07000225,Chichester,9410
E04012351,Alcester,,E07000221,Stratford-on-Avon,9411
E04009847,Lancing,,E07000223,Adur,9412
E04009755,Long Itchington,,E07000221,Stratford-on-Avon,9413
E04009848,Sompting,,E07000223,Adur,9414
E04012352,Beaudesert,,E07000221,Stratford-on-Avon,9415
E04009956,Henfield,,E07000227,Horsham,9416
E04009849,Aldingbourne,,E07000224,Arun,9417
E04009756,Long Marston,,E07000221,Stratford-on-Avon,9418
E04009644,Kingsbury,,E07000218,North Warwickshire,9419
E04009898,East Lavington,,E07000225,Chichester,9420
E04009850,Aldwick,,E07000224,Arun,9421
E04009957,Itchingfield,,E07000227,Horsham,9422
E04012353,Binton,,E07000221,Stratford-on-Avon,9423
E04009899,East Wittering,,E07000225,Chichester,9424
E04009757,Loxley,,E07000221,Stratford-on-Avon,9425
E04009645,Lea Marston,,E07000218,North Warwickshire,9426
E04009851,Angmering,,E07000224,Arun,9427
E04009958,Lower Beeding,,E07000227,Horsham,9428
E04012354,Coughton,,E07000221,Stratford-on-Avon,9429
E04009900,Ebernoe,,E07000225,Chichester,9430
E04009759,Moreton Morrell,,E07000221,Stratford-on-Avon,9431
E04009646,Little Packington,,E07000218,North Warwickshire,9432
E04009852,Arundel,,E07000224,Arun,9433
E04009959,North Horsham,,E07000227,Horsham,9434
E04012355,Exhall,,E07000221,Stratford-on-Avon,9435
E04009902,Fishbourne,,E07000225,Chichester,9436
E04009760,Morton Bagot,,E07000221,Stratford-on-Avon,9437
E04009647,Mancetter,,E07000218,North Warwickshire,9438
E04009854,Bersted,,E07000224,Arun,9439
E04009960,Nuthurst,,E07000227,Horsham,9440
E04012356,Haselor,,E07000221,Stratford-on-Avon,9441
E04009903,Fittleworth,,E07000225,Chichester,9442
E04009761,Napton on the Hill,,E07000221,Stratford-on-Avon,9443
E04009648,Maxstoke,,E07000218,North Warwickshire,9444
E04009855,Bognor Regis,,E07000224,Arun,9445
E04009961,Parham,,E07000227,Horsham,9446
E04012357,Henley-in-Arden,,E07000221,Stratford-on-Avon,9447
E04009904,Funtington,,E07000225,Chichester,9448
E04009762,Newbold Pacey,,E07000221,Stratford-on-Avon,9449
E04009649,Merevale,,E07000218,North Warwickshire,9450
E04009856,Burpham,,E07000224,Arun,9451
E04009962,Pulborough,,E07000227,Horsham,9452
E04012358,Luddington,,E07000221,Stratford-on-Avon,9453
E04009905,Graffham,,E07000225,Chichester,9454
E04009763,Oldberrow,,E07000221,Stratford-on-Avon,9455
E04009650,Middleton,,E07000218,North Warwickshire,9456
E04009857,Clapham,,E07000224,Arun,9457
E04009963,Rudgwick,,E07000227,Horsham,9458
E04012359,Sambourne,,E07000221,Stratford-on-Avon,9459
E04009906,Harting,,E07000225,Chichester,9460
E04009765,Oxhill,,E07000221,Stratford-on-Avon,9461
E04009651,Nether Whitacre,,E07000218,North Warwickshire,9462
E04009858,Climping,,E07000224,Arun,9463
E04009964,Rusper,,E07000227,Horsham,9464
E04012360,Stratford-upon-Avon,,E07000221,Stratford-on-Avon,9465
E04009907,Heyshott,,E07000225,Chichester,9466
E04009766,Pillerton Hersey,,E07000221,Stratford-on-Avon,9467
E04009652,Newton Regis,,E07000218,North Warwickshire,9468
E04009862,Ferring,,E07000224,Arun,9469
E04009965,Shermanbury,,E07000227,Horsham,9470
E04012361,Ullenhall,,E07000221,Stratford-on-Avon,9471
E04009908,Hunston,,E07000225,Chichester,9472
E04009767,Pillerton Priors,,E07000221,Stratford-on-Avon,9473
E04009653,Over Whitacre,,E07000218,North Warwickshire,9474
E04009863,Findon,,E07000224,Arun,9475
E04009967,Slinfold,,E07000227,Horsham,9476
E04012362,Welford-on-Avon,,E07000221,Stratford-on-Avon,9477
E04009909,Kirdford,,E07000225,Chichester,9478
E04009768,Preston Bagot,,E07000221,Stratford-on-Avon,9479
E04009769,Preston on Stour,,E07000221,Stratford-on-Avon,9480
E04009770,Priors Hardwick,,E07000221,Stratford-on-Avon,9481
E04009771,Priors Marston,,E07000221,Stratford-on-Avon,9482
E04009772,Quinton,,E07000221,Stratford-on-Avon,9483
E04009773,Radbourn,,E07000221,Stratford-on-Avon,9484
E04009774,Radway,,E07000221,Stratford-on-Avon,9485
E04009775,Ratley and Upton,,E07000221,Stratford-on-Avon,9486
E04009776,Salford Priors,,E07000221,Stratford-on-Avon,9487
E04009778,Shipston on Stour,,E07000221,Stratford-on-Avon,9488
E04009779,Shotteswell,,E07000221,Stratford-on-Avon,9489
